通用码,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
CJ1040200037,0,0,0,0,0,0,0,200,300,0,100,440,400,0,200,400,0,0,260,500,600,100,200,100,100,405,280,200,157,280,300,327,200,500,100,206,200,0,200,61,0,60,120,0,280,120,60,40,40,40,300,140,40,160,0,40
CJ1040200073,0,240,280,240,360,200,402,320,0,80,306,120,0,520,0,0,0,0,0,0,0,0,80,240,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040200076,0,0,28,33,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,28,0,0,0,0,0,56,0,0,0,0,0,14,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
CJ1040200096,0,21,42,42,0,0,0,0,21,21,21,0,21,21,21,42,42,0,0,21,0,0,0,0,0,21,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,4,2,0,0,4,0
CJ1040200156,0,440,120,320,220,320,160,200,166,320,151,200,240,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,910,100,300,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040200162,0,0,0,0,0,0,96,64,96,32,35,0,64,32,32,0,97,0,0,0,0,0,48,128,32,0,32,0,32,32,0,32,0,30,0,0,20,29,32,32,32,32,0,32,64,0,0,0,0,0,6,0,0,6,0,0
CJ1040200163,0,20,20,20,30,0,0,0,0,17,0,30,10,10,20,0,30,60,0,0,20,0,10,15,0,0,0,0,0,0,0,30,496,14,0,20,0,20,0,20,210,360,0,192,57,0,300,0,0,0,14,0,0,100,60,20
CJ1040200165,0,0,0,0,0,0,0,0,0,0,0,0,298,0,400,300,700,0,400,305,200,100,100,180,260,80,60,700,439,0,0,0,0,0,200,100,100,102,0,60,60,160,400,100,100,118,60,200,160,240,120,120,20,140,100,40
CJ1040200280,0,0,0,0,0,0,7,0,0,7,0,0,7,0,7,7,0,0,21,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,7,1,2,0,1,2,0,0,10,0
CJ1040200286,0,0,0,0,298,44,150,14,20,15,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,29,66,0,0,44,0,0,0,0,0,0,0,0,10,4,4,4,34,72,90,0,22,21,53
CJ1040200408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,1,4,2,2,0,1,2,1,2,0,0,0,1,0,1,0,0,0
CJ1040200478,0,0,0,0,0,126,147,223,798,0,0,546,462,0,399,440,273,0,0,471,210,315,476,0,24,315,420,105,0,123,420,641,525,105,222,105,533,105,546,221,441,0,522,0,0,735,420,210,258,420,261,0,63,168,714,105
CJ1040200504,0,32,0,32,32,16,0,30,0,64,0,32,32,0,32,0,32,0,0,16,16,16,0,16,0,16,0,0,48,48,16,39,16,16,0,16,32,64,16,0,10,32,16,32,48,0,32,32,56,24,16,24,0,24,16,0
CJ1040200821,0,10,10,0,0,10,0,0,6,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,10,0,10,10,0,20,0,10,2,4,4,4,4,4,0,4,4
CJ1040200869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,20,0,20,10,30,0,11,20,0,20,11,0
CJ1040200922,356,288,96,144,288,53,0,0,0,292,576,122,0,478,0,193,0,0,431,45,22,0,100,240,623,155,0,480,192,335,240,0,0,527,528,288,48,191,432,288,46,240,288,624,389,0,0,0,0,0,96,144,96,240,48,192
CJ1040200927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,21,6,6,29,10,16,0,9,15,0
CJ1040200936,0,0,0,0,10,0,10,0,0,0,10,16,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0,0,0,4,0,6,0,0,0,4,2,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040200962,0,40,70,60,60,20,0,10,20,21,15,33,128,20,20,20,20,20,20,10,30,20,40,20,20,0,20,20,0,0,19,20,0,20,20,20,20,20,100,79,0,0,0,0,22,80,40,0,20,10,34,20,20,60,44,10
CJ1040200984,0,4,0,6,10,0,0,0,0,0,2,4,4,2,0,0,4,0,0,10,0,9,0,0,4,0,0,0,0,0,6,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,5,2,0,2,5,0,0,0,0
CJ1040200995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,64,10,0,11,0,0,6,6,10,10,0,20,6,0
CJ1040201010,0,0,0,0,21,0,0,0,10,17,0,0,0,21,0,0,0,0,0,21,0,7,21,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,14,0,10,0,0,10,10,7,7,0,4,11,4,4,5,10,7,0
CJ1040201021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0
CJ1040201022,0,0,0,10,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,1,3,5,3,0,1,2,0,0
CJ1040201041,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,6,0,3,7,0,4
CJ1040201050,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,10,0,0,0,10,0,4,0,10,4,0,12,0,0,0,0,0,6,8,10,0,0,6,0,0
CJ1040201081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,21,93,0,52,0,0,50,336,0,147,88,0,0,0,0,0,0,0,0,91,126,105,84,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040201082,42,0,19,0,147,73,0,87,21,85,0,105,63,42,42,63,0,0,0,0,84,21,0,42,21,63,21,42,42,21,0,42,21,26,21,42,40,42,42,84,21,58,0,147,105,0,29,0,0,0,0,21,21,63,0,0
CJ1040201087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,15,20,0,0,30,0,7,0,0,0,0,0,42,0,7,0,0,14,0,0,14,7,0
CJ1040201159,0,15,0,0,0,0,0,0,20,50,40,20,20,10,10,30,0,0,0,0,0,40,30,20,20,20,20,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040201160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,16,16,16,0,48,0,16,20,36,80,32,16,32,33,0,32,24,16,16,16,16
CJ1040201169,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,10,10,0,0,0,0,0,0,0,10,21,0,0,0,0,20,21,0,21,21,7,9,0,0,0,0,10,0
CJ1040201170,0,10,20,20,20,10,10,0,15,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,20,0,20,20,0,0,20,0,10,30,10,30,0,49,20,20,17,0,0,0,0,0,0,0,0,0
CJ1040201173,0,0,0,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,1,1,3,0,2,4,0,2,0,6,2,0,4,0,0,2,4,5,0,5,4,4
CJ1040201180,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,4,6,0,4,2,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0
CJ1040201184,0,0,0,0,0,0,0,0,21,21,21,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,21,0,21,0,21,0,15,0,24,16,48,42,21,34,50,21,47,37,16,16,11,0,32,16,32,18,16,58
CJ1040201185,0,0,0,0,0,0,0,0,20,0,20,0,10,0,10,0,0,0,0,0,0,0,0,6,0,0,2,12,10,10,0,20,0,0,20,10,10,40,0,0,0,0,20,20,100,0,20,20,0,0,20,0,0,60,0,0
CJ1040201187,0,0,0,84,336,546,534,210,735,210,63,210,525,525,273,342,735,0,273,315,651,0,735,0,315,420,105,630,315,315,853,735,420,420,630,210,420,1031,65,22,315,840,315,1111,420,315,84,63,0,0,0,0,420,189,294,273
CJ1040201193,0,0,288,432,0,0,72,286,0,0,360,68,0,0,0,193,0,0,216,0,453,660,6,230,300,347,100,0,0,160,0,0,300,512,288,144,72,0,576,0,0,0,432,0,0,0,0,0,80,72,216,360,0,72,0,0
CJ1040201200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,14,0,12,0,0,0,0,0,21,0,17,10,37,0,0,22,0
CJ1040201205,20,20,32,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,30,0,0,80,0,40,40,20,0,0,0,0,0,20,20,20,0
CJ1040201206,0,10,28,0,0,10,6,6,0,0,0,0,0,25,0,0,0,0,0,6,16,0,10,0,0,0,0,0,0,50,10,0,20,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040201217,0,0,0,13,0,0,210,0,86,0,0,216,65,65,153,0,0,65,65,46,0,0,320,289,0,0,65,195,130,140,0,0,0,0,0,0,0,0,260,130,65,379,195,130,0,0,0,65,130,0,0,65,130,130,195,130
CJ1040201218,0,105,336,84,210,147,105,294,106,168,105,126,105,105,0,105,42,0,0,315,332,210,210,0,210,210,105,123,0,0,126,210,210,315,210,210,420,210,47,315,189,0,0,114,340,52,0,0,63,63,212,56,0,0,0,0
CJ1040201219,0,0,0,0,0,0,0,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,12,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040201235,0,20,0,0,20,0,0,20,0,10,0,20,0,0,20,0,0,0,0,0,0,8,20,0,0,20,0,0,20,0,0,20,0,0,20,0,20,0,0,20,20,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0
CJ1040201239,0,6,10,4,10,0,0,0,0,6,12,10,0,0,11,0,0,0,0,0,0,0,15,0,10,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
CJ1040201242,0,200,59,145,80,73,145,95,143,55,65,145,130,120,0,130,0,0,60,155,206,170,130,195,195,67,65,195,128,130,65,130,260,130,130,130,195,260,325,190,260,260,128,265,122,65,65,65,105,160,259,130,130,260,260,65
CJ1040201244,0,0,0,0,21,43,41,0,0,21,42,21,0,21,21,54,0,0,0,21,44,21,0,21,0,21,21,21,22,21,42,15,21,21,21,42,23,0,0,0,0,0,84,84,27,0,0,21,21,42,42,42,0,0,21,8
CJ1040201248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,38,0,0,20,58,0,0,20,0,20,20,20,60,0,40,0,0
CJ1040201251,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,4,0,0,2,0,2,4,0,0,2,0,0,1,0,0,0,0,0,0,0
CJ1040201259,0,10,10,0,10,10,10,0,0,16,0,0,20,0,13,10,0,0,0,10,0,20,0,30,0,0,30,0,0,30,0,0,0,20,0,0,20,0,0,20,0,40,0,0,0,80,0,0,0,0,50,0,30,10,10,20
CJ1040201341,0,0,0,0,10,0,4,4,4,18,0,0,0,0,0,0,0,0,0,12,10,10,8,30,10,10,9,0,0,20,0,25,10,20,20,20,30,40,14,10,40,40,0,20,100,40,20,40,30,40,20,20,10,90,30,20
CJ1040201356,0,0,10,20,0,0,10,0,0,0,0,10,0,6,4,20,0,0,10,0,20,0,10,0,0,0,0,0,10,10,0,10,10,10,10,0,0,0,20,0,10,20,40,20,40,0,20,20,50,10,20,20,10,20,10,20
CJ1040201357,0,0,10,10,0,10,20,4,15,20,20,0,20,0,10,0,10,0,0,40,0,20,0,50,0,0,40,0,0,50,0,1,0,0,38,0,0,80,0,40,0,0,20,20,40,40,0,30,0,50,3,0,24,25,10,20
CJ1040201368,8,0,6,0,6,0,2,2,0,6,10,0,0,4,0,4,4,0,0,0,6,0,10,0,6,0,6,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,6,6,6,0,4,0,0,4,0,4,0,0,0
CJ1040201397,0,0,0,0,0,0,0,0,6,8,0,4,0,10,10,0,0,0,0,20,0,0,0,0,10,0,6,0,0,10,0,10,0,10,19,0,10,26,20,10,0,20,20,0,60,20,20,0,4,10,4,10,0,30,12,10
CJ1040201402,0,0,0,2,2,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,6,0,6,0,10,6,0,0,0,10,0,4,0,0,0,6,6,0,5,10,0,0,0,0,16,0,0,0,10,4,4,4,4,0,4,0
CJ1040201407,0,0,0,4,0,6,0,0,0,0,2,0,6,0,0,4,0,0,0,14,0,0,7,14,0,6,6,8,0,0,10,0,10,0,10,0,10,0,0,20,10,15,10,0,30,0,20,0,10,36,10,20,0,20,20,0
CJ1040201416,0,0,0,0,0,0,12,0,4,2,6,0,10,0,0,6,0,0,4,0,20,0,10,0,10,0,10,0,10,16,0,0,0,10,0,10,10,20,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040201417,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,10,0,10,0,0,10,20,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,0
CJ1040201459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,20,0,0,0,20,0,0,20,20,20,0,20,0,40,20,12,0,0,0,0,0,0,98,46,28,28,0,0
CJ1040201480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,2,6,10,6,0,4,17,10,0
CJ1040280029,0,2,0,60,0,30,0,0,0,0,50,0,58,50,50,0,0,0,0,0,0,50,44,0,0,150,0,50,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340308,1,0,1,1,0,3,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340312,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CJ1040340330,0,0,0,1,0,1,0,1,3,1,0,1,0,0,0,2,0,0,2,0,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CJ1040340359,4,9,10,0,0,1,2,2,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0
CJ1040340362,0,11,3,4,0,0,0,8,0,1,3,2,1,3,0,0,0,0,0,4,1,3,0,2,0,2,1,2,2,1,0,2,0,1,0,0,0,0,0,1,1,0,2,2,1,0,2,0,2,0,1,0,0,0,0,0
CJ1040340372,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CJ1040340379,0,2,0,0,1,2,2,3,0,0,2,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CJ1040340392,0,3,0,1,0,0,1,2,3,0,3,0,0,3,0,5,0,0,0,3,0,0,1,0,0,1,0,0,0,5,0,3,0,0,1,2,1,2,1,1,1,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0
CJ1040340439,0,11,10,13,12,3,7,5,7,6,5,2,9,11,18,5,2,0,2,0,5,2,2,2,3,3,0,0,1,0,0,2,0,5,0,2,2,0,3,0,10,1,1,0,7,8,5,0,2,0,0,0,0,0,0,0
CJ1040340451,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,1,0,2
CJ1040340456,0,2,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
CJ1040340462,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340474,1,9,10,1,5,3,21,10,10,11,9,12,15,8,10,3,11,0,6,0,5,0,0,4,0,0,0,0,17,0,30,5,18,9,5,6,13,9,7,0,0,22,24,7,4,3,5,4,21,3,2,0,2,4,0,4
CJ1040340475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,55,13,3,3,1,0,1,4,0,0,3,0,0,0,0
CJ1040340486,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CJ1040340487,0,1,0,1,0,3,0,1,2,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
CJ1040340502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
CJ1040340519,1,0,2,0,2,1,0,0,0,0,1,0,2,1,1,0,0,0,3,2,0,2,3,1,1,0,0,3,0,0,0,2,2,1,0,3,2,3,0,5,2,1,2,0,4,0,1,2,2,2,0,3,0,0,1,1
CJ1040340527,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1,1,0,1,0,0,1,4,1,2,4,2,4,0,5,0,4,2,3,1,2,0,3,0,2,2,2,1,1,1,1,0
CJ1040340529,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,3,4,0,0,0,0,0,0,1,2,1,1,1,0,2,0,2,2,0
CJ1040340547,0,3,0,1,2,0,5,4,1,1,1,4,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,3,4,2,1,1,2,1,1,0,1,1,2,3,1,1,6,4,0,1,1,2,1,0,3,3,0,9,3
CJ1040340552,2,17,16,14,17,21,34,34,27,24,15,12,8,9,9,7,6,0,18,29,25,26,24,27,13,16,16,39,7,25,19,15,20,25,16,25,22,15,12,10,11,6,15,20,10,12,22,19,19,4,4,8,2,3,11,3
CJ1040340567,0,0,1,0,7,28,19,28,16,24,24,14,1,8,9,5,15,0,19,23,22,18,29,20,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340571,0,3,1,0,2,4,7,14,6,4,11,8,0,1,14,1,2,0,3,4,3,1,0,5,2,0,3,5,3,4,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
CJ1040340572,0,3,6,2,5,2,3,3,4,2,3,3,4,2,0,1,1,0,2,10,3,2,1,3,4,4,0,0,6,1,3,1,3,5,0,5,5,2,9,13,0,19,2,7,9,1,7,4,4,2,1,2,0,4,3,4
CJ1040340574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
CJ1040340586,0,2,18,1,1,4,7,4,6,20,1,4,11,2,6,5,2,0,10,4,9,4,5,0,7,5,5,4,5,0,1,0,2,1,2,4,0,4,1,2,1,2,0,3,1,1,1,0,3,2,1,2,0,0,0,0
CJ1040340588,1,2,4,1,1,1,2,2,4,0,7,1,3,4,2,0,1,0,5,2,6,1,7,4,0,0,2,1,2,1,3,0,0,0,2,3,4,0,2,1,0,1,2,1,1,2,1,1,1,1,1,0,0,0,2,0
CJ1040340589,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CJ1040340596,1,6,19,21,10,4,13,12,9,11,3,9,10,7,16,4,6,0,15,11,20,4,17,3,18,6,2,8,6,9,8,9,7,5,5,8,11,7,5,3,12,6,12,13,2,6,3,2,6,2,5,1,0,1,4,2
CJ1040340597,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,5,26,1,11,7,5,0,0,1,1,0,1,3,7,2,0,7,3,0,3,2,1,1,1,1,0,0,1,1,1,0,0
CJ1040340601,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
CJ1040340609,0,0,3,7,0,3,0,1,4,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,2,0,0,0,1,1,2,10,1,6,4,6,3,5,0,4,5,7,4,5,5,2,8,2,4,2,2,3,2,4,5,0
CJ1040340610,2,8,5,0,7,3,3,5,1,4,14,4,4,3,2,7,2,0,5,5,11,4,2,7,6,0,3,2,4,3,5,4,2,4,8,3,2,8,5,7,6,2,3,2,4,2,9,2,4,4,2,3,2,1,5,5
CJ1040340615,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,2,3,0,1,1,0,1,0,0,2
CJ1040340618,0,0,3,1,1,0,0,0,2,1,1,0,1,2,3,1,0,0,0,4,0,1,3,2,1,1,2,2,0,0,2,1,0,0,1,1,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
CJ1040340623,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
CJ1040340630,0,5,1,3,5,4,3,2,5,3,3,4,2,3,6,4,1,0,2,2,7,4,1,7,1,5,1,9,1,3,3,1,1,2,4,0,5,1,3,3,1,1,3,0,0,0,4,0,5,0,2,3,1,0,0,1
CJ1040340631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,2,5,2,1,3,5,4,3,5,3,0,3,4,4,1,8,3,2,0,3,4,3,0,5,4,1
CJ1040340632,1,11,4,8,9,5,5,6,10,4,9,0,5,3,2,1,3,0,10,12,21,1,4,8,2,8,2,11,10,5,2,4,3,2,0,5,5,7,3,5,2,8,5,2,3,3,6,2,5,4,1,3,0,0,4,1
CJ1040340633,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,8,45,18,21,17,22,23,33,23,20,16,19,17,7,17,11,29,34,24,7,37,47,8,10,15,14,1,13,7,9
CJ1040340635,1,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0
CJ1040340640,0,4,2,1,2,0,1,1,0,0,2,0,0,0,2,0,1,0,3,0,3,2,3,0,3,0,3,2,0,0,1,1,1,3,0,5,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
CJ1040340646,3,9,17,13,15,16,6,10,13,10,21,11,9,7,7,11,5,0,0,4,2,4,2,1,4,0,3,0,5,5,5,3,5,9,4,1,3,3,2,6,0,2,1,4,0,0,5,1,1,1,0,0,2,0,0,1
CJ1040340653,0,2,0,0,0,0,3,1,3,3,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,1,2,1,1,0,0,0,0,0,1,0,2,2,1,2,1,0,1,2,3,1,0,0,0,1,1,0,0,0,0,0
CJ1040340657,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,1,1,3,2,3,0,8,1,0,4,2,3,0,2,6,9,1,4,3,3,3,1,2
CJ1040340658,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0
CJ1040340669,0,0,0,2,0,1,1,0,3,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,3,2,0,0,3,1,1,0,0,0,0,0
CJ1040340692,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
CJ1040340707,15,15,96,68,11,18,46,39,30,36,54,55,25,20,43,51,14,0,12,34,54,53,89,63,85,47,42,30,70,33,16,20,42,44,27,40,25,38,22,19,80,57,56,23,12,13,38,14,36,10,29,13,0,47,46,34
CJ1040340717,3,38,20,98,49,7,77,100,55,74,52,72,85,23,77,20,33,0,12,61,27,88,12,100,91,63,64,21,68,66,25,3,97,51,19,82,28,32,25,37,90,77,70,57,33,42,33,24,51,20,31,32,15,35,34,43
