通用码,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
CJ1010007993,0,0,0,0,0,0,0,20,10,0,0,0,2,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,20,10,31,20,15,40,10,0,0,10,0,40,0,10,0,0,20,0
CJ1010007994,0,30,20,10,0,0,5,10,20,0,20,10,0,10,0,0,0,0,0,0,10,0,10,0,0,0,25,0,0,0,0,0,20,0,0,10,10,0,20,0,0,15,20,0,0,0,60,30,0,0,0,40,0,0,0,0
CJ1010007999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,18,42,38,18,10,3,0,0,0,5,21,41,19,0,100,0,0
CJ1010008000,0,0,2,0,1,1,5,1,8,0,3,7,5,8,0,3,1,0,0,1,1,56,35,20,132,5,464,296,0,309,0,90,40,155,8,31,424,40,240,190,350,390,435,105,238,100,280,0,20,100,152,310,20,1,101,5
CJ1010008037,30,0,20,15,10,30,0,35,30,20,10,0,55,20,0,20,35,0,12,58,60,25,5,0,20,0,0,20,25,20,0,0,5,50,10,20,30,0,60,22,40,0,30,10,50,21,29,21,30,5,44,0,0,10,68,15
CJ1010008038,60,0,30,30,0,49,6,60,100,0,0,20,18,40,20,0,60,0,36,26,38,82,30,20,20,40,20,40,38,40,0,20,20,42,60,30,52,18,60,50,60,0,60,20,18,70,40,23,10,59,50,26,20,54,95,0
CJ1010008046,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,4,0,0,3,0,0,0,0,2,0,6,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
CJ1010008086,0,125,0,30,0,70,50,0,0,0,45,10,92,0,3,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010008144,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,10,0,10,20,0,30,0,0,0,20,20,0,0,0,20,0,10,0,20,0,10,0,0,0,0,20,0,0
CJ1010008188,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0
CJ1010008196,5,11,20,4,7,0,1,5,0,0,5,4,1,0,10,0,5,0,5,0,0,10,15,0,10,0,3,2,32,0,7,0,18,0,0,0,0,0,2,0,10,0,10,6,0,5,5,0,0,0,0,6,0,0,1,0
CJ1010008204,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,3,0,0,5,0,0,0,0,5,0
CJ1010008240,0,5,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,7,0,20,0,41,0,0,0,0,0,0,5,0,10,10,8,0,0,5,5,10,16,0,20,0,0,0,0,0,0,0,17,5
CJ1010008259,0,0,5,15,5,0,10,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0
CJ1010008261,0,0,0,0,10,0,10,30,30,0,0,30,30,0,50,30,20,0,0,130,0,50,0,50,50,26,30,74,40,50,30,50,0,70,20,100,100,30,50,100,50,100,50,100,50,50,80,100,50,0,50,50,50,50,0,50
CJ1010008371,0,0,0,0,0,21,6,6,2,0,10,15,2,0,2,33,6,0,0,0,5,0,5,0,0,20,0,10,0,5,23,0,0,20,0,20,20,0,20,0,0,20,0,0,0,20,5,0,0,0,20,0,0,5,25,0
CJ1010008381,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,20,10,0,0,0,10,0,0,0,10,0,10,0
CJ1010008453,0,0,0,0,0,0,10,0,0,5,0,10,0,0,0,0,0,0,5,1,19,0,0,0,0,0,10,10,0,0,0,0,0,20,0,0,15,30,30,0,0,0,0,0,0,10,10,0,10,3,17,0,0,0,21,0
CJ1010008489,0,0,1,20,0,0,0,0,1,0,0,0,5,0,0,0,0,0,10,0,10,0,20,1,0,0,0,5,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0
CJ1010008533,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,43,0,0,34,0,0,80,20,0,30,0,40,20,30,0,50,40,20,20,0,20,20,20,0,0,0,0,20,25,10,20,0,0,20,20,0,5,30,35,0
CJ1010008568,0,0,0,0,0,0,0,0,6,12,0,0,0,5,0,0,0,0,0,7,0,0,0,0,5,5,0,0,0,10,0,0,10,0,20,0,0,0,43,0,7,10,22,0,12,0,13,3,10,5,12,0,3,26,0,25
CJ1010008616,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,1,2,3,0,0,0,0,0,0,0,2,0,0,0,8,0,10,0,0,0,5,0,0,0,0,0,10,0,10,0,0,0,0,0,3,2,0
CJ1010008725,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,5,0,0
CJ1010008815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,8,0,8,0,0,0,0,40,0,612,60,40,80,72,100,92,16,76,380,60,60,112,148,52,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40,0
CJ1010008860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,10,0,0,4,0,0,4,0,10,0,0,5,10,10,0,0,10,0,0,0,5,0,0,0,0,0,10,0,0,10,20
CJ1010008951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,4,0,10,0,0,1,0,0,2,3,0,0,0,3,0,5,5,5,0,0,0
CJ1010009191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,17,50,10,0,45,0,0,6,0,20,41,24,16
CJ1010009404,0,20,10,10,20,10,0,20,0,25,0,20,0,0,20,0,0,0,20,0,30,0,50,0,0,0,20,0,0,30,0,0,0,0,30,20,0,30,0,0,30,0,30,0,0,30,0,0,0,30,0,0,0,0,0,0
CJ1010010478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,0,0,0,0,200,0,0,200,0,0,0,0,0,150,0,100,200,0,0,0,0,200,0,0,0,0,0,100,0,0,0,100,0,0
CJ1010061096,3,0,1,2,0,3,0,0,3,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010061301,0,50,20,20,20,60,0,20,60,20,20,50,30,0,45,150,30,0,30,20,20,20,30,10,20,80,45,30,30,120,50,20,0,0,0,10,20,10,20,30,70,0,20,20,30,10,10,10,20,0,10,20,0,0,0,20
CJ1010061352,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,2,0,0,4,0,4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CJ1010061355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,7,25,5,16,5,5,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CJ1010071092,0,60,0,0,60,0,0,50,0,0,40,0,30,0,0,0,0,0,0,20,0,0,20,0,0,0,20,0,20,0,30,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,20,0,28,0,0,20,0,0
CJ1010071343,0,30,30,50,0,0,0,0,40,20,40,0,0,80,10,60,0,0,50,60,40,40,20,40,20,70,0,0,60,20,20,40,40,80,20,0,20,60,0,40,20,0,50,70,10,20,20,20,30,20,0,50,0,0,60,0
CJ1010071355,0,0,0,0,0,0,50,0,30,0,0,20,0,0,0,0,0,0,50,50,0,20,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010071373,100,100,0,100,50,111,110,100,50,100,129,150,130,100,200,100,150,0,0,200,100,0,200,0,135,68,50,182,0,100,150,100,0,100,200,50,100,100,0,200,100,100,100,200,0,150,100,120,100,100,100,200,0,100,100,0
CJ1010071480,0,0,0,0,0,0,36,46,70,20,60,20,50,0,80,208,110,0,0,290,216,194,270,130,270,270,100,252,50,332,58,178,270,220,140,182,278,300,180,196,110,180,150,375,100,240,210,220,220,40,180,220,90,100,180,130
CJ1010101644,50,0,80,0,40,0,50,0,50,0,0,0,60,0,0,0,0,0,50,0,0,40,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010101786,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,10,0,0,0,20,0,5,0,17,5,0,0,10,0,0,5,0,0,0,0,0
CJ1010101830,0,50,0,0,20,40,0,30,0,0,50,0,0,0,50,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
CJ1010101842,0,100,0,100,0,0,50,0,50,0,30,50,0,70,0,0,50,0,0,50,0,0,50,0,0,100,0,0,0,0,50,0,0,50,0,0,50,0,60,0,0,50,0,80,0,0,0,100,0,0,0,0,0,50,0,0
CJ1010101843,0,100,0,100,0,0,50,0,50,0,50,0,50,0,50,0,0,0,50,0,50,0,0,50,0,80,0,0,0,50,0,0,50,0,0,50,0,80,0,0,0,50,0,80,0,0,0,0,100,0,0,0,0,0,0,100
CJ1010121214,0,100,0,100,0,0,50,0,50,0,50,0,50,0,30,50,0,0,50,0,0,30,0,40,0,100,0,0,0,50,0,0,0,50,0,0,50,0,10,60,0,50,0,0,80,0,0,0,50,0,0,100,0,0,0,0
CJ1010121304,0,0,0,0,10,0,20,0,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,0,0,50,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0
CJ1010121305,0,100,0,0,100,0,50,50,50,0,100,0,0,50,50,0,0,0,50,50,30,0,50,0,50,0,50,50,0,50,0,0,100,0,0,0,50,50,0,70,0,0,50,0,50,0,0,100,0,0,0,0,0,50,0,0
CJ1010121317,0,0,0,0,0,0,50,0,30,0,0,30,0,0,50,0,0,0,0,40,50,0,0,0,0,0,50,0,0,50,0,50,0,0,50,0,0,60,0,0,50,0,0,50,0,0,0,50,0,0,0,0,0,70,0,0
CJ1010121357,0,0,20,30,0,0,20,0,30,0,0,20,30,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,0,30,0,0,0,30,0,0,0,0
CJ1010121496,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,20,15,10,0,0,0,10,10
CJ1010121509,0,0,50,0,0,14,36,0,0,30,0,30,0,0,40,0,0,0,0,50,0,0,50,0,0,0,0,80,0,0,0,50,0,0,50,0,60,0,0,60,0,0,0,50,0,0,0,70,0,0,0,0,0,0,0,0
CJ1010121510,0,0,50,0,0,20,30,0,50,0,0,0,0,50,0,0,0,0,0,50,0,50,0,0,0,0,0,50,0,0,50,50,0,0,50,0,0,60,0,0,50,0,0,50,0,0,0,50,0,0,0,0,0,75,0,0
CJ1010121584,100,0,110,50,180,240,50,105,60,60,0,0,40,0,0,0,90,0,50,120,15,30,60,30,30,100,50,50,20,30,20,5,30,330,0,0,0,0,60,70,63,80,20,205,95,87,210,190,110,50,100,50,50,5,60,60
CJ1010121663,50,60,110,30,300,140,30,130,190,0,110,0,160,0,211,179,100,0,34,90,180,0,80,100,50,330,180,40,130,250,100,0,100,200,160,80,240,246,250,260,20,350,350,100,330,340,300,310,240,120,230,220,60,40,280,170
CJ1010121688,0,2220,400,200,800,200,200,300,350,200,500,785,0,0,500,50,0,0,850,200,0,0,30,100,350,100,100,100,50,200,0,190,100,0,50,150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
CJ1010121703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,105,20,55,0,20,0,0,0,0,20,0,0,0,70,20,10,0,20,0
CJ1010121804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,14,13,0,20,25,40,15,46,0,20,40,40,0,50,28,40,13,35,10,40,0,30,0,30,70,8,0,0,65,10,0
CJ1010130154,0,0,15,0,5,0,10,5,20,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CJ1010130261,0,100,0,0,50,0,0,50,0,50,0,50,0,50,0,0,0,0,50,0,0,50,0,0,0,0,0,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
CJ1010130283,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,15,5,20,20,0,0,0,0,0
CJ1010130285,0,0,20,0,20,0,10,10,30,0,0,0,0,20,0,0,20,0,0,0,20,0,10,10,0,0,10,10,10,20,0,30,0,0,30,0,0,20,0,20,20,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0
CJ1010140298,80,100,50,0,30,80,10,170,20,150,20,70,40,210,150,60,0,0,110,20,60,120,45,300,0,0,20,70,120,200,20,110,110,70,0,30,40,70,140,0,40,0,220,0,30,20,0,140,80,40,0,20,0,0,95,5
CJ1010140384,50,0,50,0,30,20,30,0,20,30,30,0,30,40,30,0,30,0,30,0,30,0,40,0,0,50,0,30,0,0,30,0,0,50,0,0,30,0,20,0,0,0,0,30,0,50,0,0,0,0,30,0,30,0,40,0
CJ1010140414,0,40,5,50,0,65,10,75,5,25,60,60,100,80,15,5,10,0,30,0,10,20,40,0,0,0,50,60,0,60,0,20,20,20,0,30,0,20,40,0,80,0,0,100,0,20,0,10,0,0,10,120,0,0,0,0
CJ1010160594,20,30,20,10,20,10,30,20,0,10,20,40,0,0,20,35,0,0,35,0,0,10,35,0,0,30,20,5,20,30,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,5,0
CJ1010160989,0,30,0,0,0,42,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,10,10,0,0,0,0,0,0,0,20,0,0,0,0,5,11,0,0,0,0,20,0,0,0,0,0,0,0,0
CJ1010161081,0,0,210,150,100,80,80,100,80,20,0,0,60,0,0,0,100,0,80,220,50,30,70,20,40,40,20,60,0,60,0,20,160,300,40,0,20,210,20,40,6,0,60,120,20,40,100,100,40,60,80,0,60,20,20,35
CJ1010161410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,10,0,5,0,10,5,0,10,0,20,10,0,0,0,20,0,0,0,0,0,0,10,0
CJ1010250007,0,0,20,0,10,0,20,10,0,0,10,10,0,0,0,10,0,0,10,0,20,0,0,10,0,0,0,10,10,0,0,0,0,20,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010270017,0,5,3,0,0,1,2,3,1,0,4,2,2,1,1,2,5,0,1,0,2,0,0,2,0,0,4,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CJ1010270027,1,9,8,5,14,6,6,2,5,3,8,8,4,4,1,5,3,2,0,0,3,6,4,3,7,0,1,4,0,6,0,9,1,8,3,3,2,1,1,4,1,2,2,3,0,5,3,1,6,4,2,2,2,1,2,0
CJ1010270029,0,1,0,2,0,1,2,0,5,0,0,1,2,1,3,0,0,1,0,0,3,5,0,0,0,1,2,0,0,0,1,0,0,6,0,3,1,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0
CJ1010270032,0,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1
CJ1010270041,2,13,8,21,8,12,10,6,13,8,20,9,6,5,12,6,18,1,18,8,10,8,9,11,5,10,7,13,3,12,4,9,13,7,10,7,4,8,11,4,6,5,8,5,7,14,6,4,13,5,3,7,6,3,7,1
CJ1010270046,0,2,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,2,0,2,0,1,1,1,0,1,0,1,1,0,0,0,2,0,2,0,1,1,0,0,0,3,6,2,2,3,2,0,0,0,1,0
CJ1010270082,2,4,8,16,5,13,13,8,14,9,13,19,13,13,15,19,19,0,11,19,17,14,8,13,21,14,15,16,15,10,9,24,27,22,8,19,28,23,23,15,31,14,16,21,14,31,16,17,26,10,13,12,5,22,18,3
CJ1010300047,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5,2,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010420069,0,5,10,0,0,0,25,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,2,0,0,1,0,0,0,0,0,5,0,2,3,4,0,10,1,0,0,0,2,1,0,0,1,0,1
CJ1010420301,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,0,0,0,0,0,0,0
CJ1010420404,0,0,0,0,2,0,5,2,10,0,0,20,1,1,0,20,20,0,0,1,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010420444,1,25,7,2,4,10,10,0,0,5,0,0,0,5,0,5,0,0,10,12,0,7,12,0,1,0,6,13,1,2,10,0,5,12,12,0,8,17,4,11,2,0,6,18,0,9,7,2,10,14,3,0,5,5,4,0
CJ1010420445,5,5,0,0,1,38,25,9,18,0,5,1,0,5,0,20,2,0,12,2,8,7,15,2,0,1,1,0,20,7,0,2,31,0,2,10,3,6,20,0,0,5,0,0,21,0,0,0,0,11,2,0,0,1,0,0
CJ1010420476,0,0,0,5,0,3,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,5,0,5,0,10,3,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,7,0,0
CJ1010420517,0,0,7,0,5,0,1,1,20,1,0,0,0,0,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,5,0,12,2,0,7,1,0,1,0,0,2,5,0,0,0,2,10,6,0,0,0,1,0,1,5,0
CJ1010420522,0,5,0,15,5,2,2,3,7,12,5,0,10,0,0,5,25,0,0,3,0,3,10,3,0,0,4,0,0,0,0,0,10,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,3,0
CJ1010420523,15,63,50,15,35,35,17,0,100,33,35,20,20,20,5,30,0,0,50,56,30,5,86,10,24,37,20,1,30,10,13,15,11,30,35,20,9,70,12,20,25,30,20,20,20,5,12,10,11,5,22,10,0,38,25,5
CJ1010420540,0,0,65,11,20,6,25,2,20,1,13,21,30,10,41,22,0,0,0,20,3,41,10,20,23,20,3,0,25,20,35,5,20,20,0,0,0,0,0,0,0,0,0,20,12,30,0,20,0,0,18,0,0,0,0,0
CJ1010420545,10,2,0,11,0,10,20,145,82,30,0,35,90,0,5,10,20,0,30,40,20,30,5,40,30,10,20,20,20,20,0,40,20,30,30,20,0,30,70,30,40,20,20,0,20,22,0,110,20,20,25,20,0,20,20,0
CJ1010420564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,5,0,0
CJ1010420618,67,105,107,25,79,41,50,9,137,75,60,20,99,56,110,265,19,0,250,0,500,378,290,255,180,147,210,226,242,305,70,270,180,172,275,90,361,209,347,230,170,300,235,280,210,458,265,285,280,295,200,211,92,239,320,135
CJ1010420623,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,1,2,2,0,0,1,2,2,0,0,1,0,0,0,0,3,1,2,0,0,0,0,3,0,0,0,0,5,0
CJ1010420627,25,146,150,160,222,125,116,3,115,147,210,165,70,120,120,113,91,0,133,280,130,120,215,122,155,180,140,100,50,148,124,120,120,170,130,50,190,91,125,130,140,110,130,107,122,220,80,108,261,160,125,150,26,105,165,110
CJ1010420635,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010420659,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0
CJ1010420674,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,10,0,0,0,10,0,3,0,0,0,0,0,0,0,0,28,0,0,0,0,3,10,7,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
CJ1010420678,0,0,10,0,5,0,15,0,0,10,10,0,10,0,10,0,0,10,0,0,10,20,0,0,0,20,20,0,0,10,0,10,20,0,10,0,0,10,10,0,0,10,20,0,10,20,10,0,20,0,10,0,0,10,20,0
CJ1010420686,0,10,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,10,2,0,0,0,11,1,3,0,0,0,0,5,0,10,14,6,0,0,0,18,5,18,0,1,0,20,0,6,0,6,0,5,0,5,2,10,5
CJ1010420692,0,0,0,0,17,5,9,20,2,11,0,6,22,12,0,7,2,0,3,1,0,1,0,2,1,5,0,0,0,0,0,31,15,0,8,2,5,25,13,6,1,1,10,22,15,25,0,4,11,10,0,0,0,0,0,0
CJ1010420731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,14,0,0,0,0,0,0,10,0,72,50,43,0,0,85,21,0,40,0,20,6,5,20
CJ1010420739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,24,0,5,0,10,3,1,6,0,20,0,0,5
CJ1010420750,1,90,1,0,87,30,60,25,20,42,57,61,45,2,25,30,0,10,2,60,25,10,6,22,40,1,42,65,33,70,20,20,0,20,5,3,0,0,0,0,0,0,0,0,0,0,0,62,56,0,5,10,0,0,27,0
CJ1010420751,0,83,77,15,62,74,30,70,20,42,67,1,5,76,22,40,40,0,46,42,63,2,75,0,55,35,50,23,25,80,50,20,28,0,40,10,53,88,41,40,20,35,30,42,15,10,5,0,10,0,20,40,0,10,10,25
CJ1010420753,0,1,9,0,0,0,0,5,0,0,5,10,0,0,0,0,10,0,0,10,5,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,5,5,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0
CJ1010440099,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,0,20,0,30,0,30,50,30,30,20,0,70,0,50,50,0,50,50,0,50,100,0,0,100,0,0,0,100,0,0
CJ1010480071,0,0,0,16,0,0,8,0,0,24,0,0,0,0,8,0,8,0,0,20,0,8,0,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480085,0,40,20,0,0,0,0,0,0,6,0,4,0,0,8,4,0,0,0,4,0,0,0,0,0,8,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480086,0,40,80,0,40,0,0,40,0,30,20,0,40,0,8,80,80,0,0,0,40,20,20,0,40,0,20,20,40,0,40,0,60,40,0,40,40,20,0,40,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480124,0,0,0,8,0,0,4,0,0,8,0,0,0,0,4,12,12,0,0,8,8,4,0,4,12,0,20,0,12,0,20,0,0,0,0,0,28,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480141,0,0,0,0,0,20,0,0,0,8,8,0,8,0,12,0,12,0,0,12,8,8,0,4,20,8,0,0,4,0,0,0,24,0,0,24,0,4,20,40,32,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20
CJ1010480146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,4,0,4,0,0,0,0,0,8,0,12,8,0,0,0,12,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480171,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,16,0,0,0,0,0,20,0,0,0,4,8,0,0,12,0,0,16,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480173,0,20,40,0,40,0,0,0,20,8,8,24,0,0,44,28,12,0,0,24,24,20,0,24,0,64,0,20,40,16,0,0,48,0,20,20,24,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480180,0,0,8,0,0,12,0,0,0,0,4,0,0,0,12,8,16,0,0,0,0,4,12,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480224,0,0,0,0,0,0,4,0,0,12,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,12,0,2,0,0,0,4,0,0,2,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480232,0,0,0,0,0,4,0,0,0,16,0,8,0,0,8,12,0,0,0,0,8,0,0,12,4,0,0,0,8,0,0,0,4,4,0,0,0,8,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480238,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,8,4,0,0,6,14,0,0,8,0,2,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
